Case Name,Status,Progress,Summary,State,BillTrack50 Link,Last Activity Date,Representatives to Contact,Sponsors,Yea Votes,Nay Votes,Category
AL HB266,Failed,To Governor,"This bill bans all medical care done for transition purposes for minors (under the age of 18). It mandates that no person shall be allowed to provide, prescribe, or refer treatments to patients under 18 for any transition-related care. This ban includes puberty blockers, surgeries, and hormone replacement therapy. The bill also specifically allows for ""corrective"" procedures for intersex traits. Violations are considered Class C felonies. Furthermore, this bill requires any public or private school employee to inform the legal guardians of a minor if that minor’s gender identity does not match their sex assigned at birth. It also mandates that school employees are not allowed to encourage any minor to keep their gender identity private rather than telling their legal guardians. If any given section of this bill is found to be illegal, the rest of the bill remains in effect.",Alabama,https://legiscan.com/AL/bill/HB266/2022,7/4/2022,,"Wes Allen, Will Dismukes, Tommy Hanes, B. Craig Lipscomb, Phillip Pettus, Shane Stringer, Russell Bedsole, Tracy Estes, Mike Holmes, Rhett Marques, Andrew Sorrell, Rodney Sullivan, Chip Brown, Allen Farley, Reed Ingram, Charlotte Meadows, Jeff Sorrells, Andy Whitt, Jim Carns, Bob Fincher, Jamie Kiel, Arnold Mooney, Scott Stadthagen, Ritchie Whorton",,,Health Care
AL SB5,Failed,Senate Committee,"This bill bans all medical care done for transition purposes for minors (under the age of 18). It mandates that person shall be allowed to provide or prescribe treatments to patients under 18 for any transition-related care. This ban includes puberty blockers, surgeries, and hormone replacement therapy. The bill also specifically allows for ""corrective"" procedures for intersex traits. Violations of this ban are considered Class C felonies. Furthermore, school employees must inform the legal guardian if they notice a minor displaying any gender nonconformity and are not allowed to encourage a minor to keep information about their gender identity hidden from their legal guardians. If any given section of this bill is found to be illegal, the rest of the bill remains in effect.",Alabama,https://legiscan.com/AL/bill/SB5/2022,11/1/2022,"Linda Coleman, Billy Beasley, Jim McClendon, Larry Stutts, Tom Butler, Donnie Chesteen, Sam Givhan, Garlan Gudger, Timothy Melson, Greg Reed, Daniel Roberts, Tom Whatley, John Williams",Shay Shelnutt,,,Health Care
AL SB10,Failed,Failed,,Alabama,https://www.billtrack50.com/billdetail/1247174,17/5/2021,,,,,
AZ HB2294,Failed,House Floor,"This bill states that any document issued by any agency, board, commission or department of the state of Arizona may only indicate an individual's sex as either male or female.",Arizona,https://legiscan.com/AZ/bill/HB2294/2022,8/2/2022,,"John Fillmore, Neal Carter, Joseph Chaplik, Jacqueline Parker",,,Documents
AZ HB2725,Failed,Crossed over,"This bill states that any document issued by any agency, board, commission or department of the state of Arizona may only indicate an individual's sex as either male or female.",Arizona,https://legiscan.com/AZ/bill/HB2725/2021,16/2/2021,"Lela Alston, Sonny Borrelli, Sean Bowie, Lupe Contreras, Kirsten Engel, Karen Fann, Rosanna Gabaldon, Sally Ann Gonzales, David Gowan, Rick Gray, Sine Kerr, Vince Leach, David Livingston, Christine Marsh, Juan Mendez, J.D. Mesnard, Lisa Otondo, Tyler Pace, Jamescita Peshlakai, Warren Petersen, Martin Quezada, Rebecca Rios, Wendy Rogers, Thomas Shope, Victoria Steele, Kelly Townsend, Michelle Ugenti-Rita",John Fillmore,"Russell Bowers, Travis Grantham, Becky A. Nutt, Ben Toma, Judy Burges, Frank Carroll, John Fillmore, Jake Hoffman, John Kavanagh, Kevin Payne, Bret M. Roberts","Domingo DeGrazia, Mitzi Epstein, Kelli Butler, Jennifer Jermaine, Jennifer Pawlik, Athena Salman, Stephanie Stahl Hamilton, Raquel Terán",Documents
AZ SB1511,Failed,Introduced,"This bill re-defines child abuse and vulnerable adult abuse to include transition-related healthcare treatments. Vulnerable adults are defined as people over the age of 18 who are unable to protect themselves from abuse, neglect, or exploitation due to a mental or physical impairment. The bill states that any person who provides puberty blockers, surgeries, or hormone replacement therapy to minors or to vulnerable adults is guilty of a felony. This bill specifically allows for ""corrective"" procedures for intersex traits.",Arizona,https://legiscan.com/AZ/bill/SB1511/2021,2/2/2021,"Lela Alston, Martin Quezada, Rebecca Rios, Karen Fann, Rick Gray, Sonny Borrelli, Vince Leach, Rosanna Gabaldon, Sally Ann Gonzales, Tyler Pace, Wendy Rogers, Thomas Shope, Kelly Townsend",Wendy Rogers,,,Health Care
AZ SB1637,Failed,Introduced,"This bill requires schools to classify all of their sports as being for ""males, men, or boys”, ""females, women, or girls”, or ""coed or mixed”. It bans athletes whose ""biological sex"" is male from participating in female, women, or girls sports. According to this bill, “biological sex” is to be defined by internal and external reproductive anatomy, normal endogenously produced testosterone levels, and genetic makeup. In the case of disputes, a licensed physician must make this determination based on all three of these factors. For intersex students, disputes can be settled by a physician’s signed statement with only the results of a genetic analysis. The student is allowed to self-identify only in cases where their “biological sex” cannot be determined by a genetic analysis. The requirements in this bill apply to interscholastic, intercollegiate, intramural, and club athletic teams sponsored by a public educational institution or an educational institution that competes against a public institution. Students can sue the educational institution if they can claim they were harmed or lost some opportunity as a result of violations of this bill.",Arizona,https://legiscan.com/AZ/bill/SB1637/2021,30/6/2021,"Lela Alston, Sonny Borrelli, Karen Fann, Rick Gray, Vince Leach, Martin Quezada, Rebecca Rios","Wendy Rogers, James Frank",,,Sports
AR HB1749,Failed,Failed,,Arkansas,https://www.billtrack50.com/billdetail/1347758,28/4/2021,,,,,
AR HB1882,Failed,Failed,,Arkansas,https://www.billtrack50.com/billdetail/1356541,28/4/2021,,,,,
AR SB347,Failed,Failed,,Arkansas,https://www.billtrack50.com/billdetail/1324956,28/4/2021,,,,,
AR SJR16,Failed,Failed,,Arkansas,https://www.billtrack50.com/billdetail/1310556,28/4/2021,,,,,
CT HB05795,Failed,Failed,,Connecticut,https://www.billtrack50.com/billdetail/1290305,9/6/2021,,,,,
CT SB00324,Failed,Failed,,Connecticut,https://www.billtrack50.com/billdetail/1283784,9/6/2021,,,,,
FL H0211,Failed,House Committee,"This bill bans all medical care done for transition purposes for minors (under the age of 18). It mandates that no health care practitioner shall be allowed to provide or prescribe treatments to patients under 18 for any transition-related care. This ban includes puberty blockers, surgeries, and hormone replacement therapy. The bill also specifically allows for ""corrective"" procedures for intersex traits. Violations are considered misdemeanors of the first degree.",Florida,https://legiscan.com/FL/bill/H0211/2022,11/1/2022,"""Robert """"Alex"""" Andrade"", Kristen Arrington, J. David Borrero, Anna Eskamani, Juan Fernandez-Barquin, Samuel Garrison, Michael Gottlieb",Anthony Sabatini,,,Health Care
FL H0935,Failed,Failed,,Florida,https://www.billtrack50.com/billdetail/1313925,30/4/2021,,,,,
FL H1475,Failed,Failed,,Florida,https://www.billtrack50.com/billdetail/1333133,30/4/2021,,,,,
FL S2012,Failed,Failed,,Florida,https://www.billtrack50.com/billdetail/1335254,30/4/2021,,,,,
GA HB276,Failed,Introduced,"This bill bans students whose ""biological sex"" is male from participating in female, women, or girls sports. According to this bill, “biological sex” is to be defined as “a person’s reproductive biology and genetics at birth”. This definition presumably means that “biological sex” should be determined by birth certificates, although this is not directly stated. The requirements in this bill apply to public schools, University System of Georgia institutions, and private schools that compete against public schools in sports. Students can sue the educational institution if they can claim they were harmed or lost some opportunity as a result of violations of this bill.",Georgia,https://legiscan.com/GA/bill/HB276/2021,9/2/2021,"Matt Dubnik, Chris Erwin, Dave Belton, Tommy Benton, Wesley Cantrell, Doreen Carter, Mike Cheokas, Terry England, Becky Evans, Mike Glanton, Dewayne Hill, Wayne Howard, Rick Jasperse, Jan Jones, Todd Jones, Dominic Lariccia, Mesha Mainor, Bee Nguyen, Randy Nix, Miriam Paris, Bonnie Rich, Ed Setzler, Will Wade, Matthew Wilson","Wesley Cantrell, Kasey Carpenter, Todd Jones, Jodi Lott, Karen Mathiak, Philip Singleton",,,Sports
GA HB372,Failed,Introduced,"This bill redefines “gender” as equating to “biological sex” in an existing gender protection law relating to interscholastic and intramural sports. Here, biological sex is defined according to a person’s reproductive organs at birth. Therefore, this bill prevents trans students from filing claims of gender discrimination if they are prevented from participating in sports due to their gender. The bill also states that in public high school athletics, sports designated as “male” or “female” must only permit students to join whose sex assigned at birth matches the sex designation of the sports team. Students can petition for an exception to be made by sending in information about their reproductive organs, genetic makeup, and other medically relevant factors. This petition will be reviewed by three independent physicians.",Georgia,https://legiscan.com/GA/bill/HB372/2021,11/2/2021,,"Michael Cameron, Virginia Ehrhart, Rick Jasperse, Jason Ridley, Steve Tarvin, Ricky Williams",,,Sports
GA HB401,Failed,Introduced,"This bill bans all medical care done for transition purposes for minors (under the age of 18). It mandates that no health care professional shall be allowed to provide, prescribe, or refer treatments to patients under 18 for any transition-related care. This ban includes puberty blockers, surgeries, and hormone replacement therapy. The bill also specifically allows for ""corrective"" procedures for intersex traits. Violations are considered felonies and carry prison sentences of 1-10 years. Additionally, health care professionals who violate this ban will have their license, certification, or registration revoked.",Georgia,https://legiscan.com/GA/bill/HB401/2021,16/2/2021,,"John Carson, Virginia Ehrhart, Micah Gravley, Rick Jasperse, Karen Mathiak, Mark Newton",,,Health Care
GA SB266,Failed,Senate Committee,"This bill bans student athletes whose ""biological sex"" is male from participating in sports that are designated as being exclusively for females. According to this bill, “biological sex” is to be defined by a person’s reproductive biology and genetics at birth. The requirements in this bill apply to public school systems and private schools whose sports teams compete against public schools. Students can sue the educational institution if they can claim they were harmed or lost some opportunity as a result of violations of this bill.",Georgia,https://legiscan.com/GA/bill/SB266/2021,10/1/2022,"John Albers, Jason Anavitarte, Lee Anderson, Tonya Anderson, Michelle Au, Brandon Beach, Matt Brass, Dean Burke, Max Burns, Gloria Butler, Bill Cowsert, Gail Davenport, Clint Dixon, Greg Dolezal, Mike Dugan, Frank Ginn, Steve Gooch, Russ Goodman, Sonya Halpern, Marty Harbin, Ed Harbison, Tyler Harper, Sally Harrell, Bo Hatchett, Billy Hickman, Chuck Hufstetler, Kim Jackson, Lester Jackson, Donzella James, Burt Jones, Emanuel Jones, Harold Jones II, Jennifer Jordan, John Kennedy, Kay Kirkpatrick, David Lucas, Sheila McNeill, Nikki Merritt, Butch Miller, Jeff Mullis, Nan Orrock, Elena Parent, Chuck Payne, Sheikh Rahman, Michael 'Doc' Rhett, Randy Robertson, Valencia Seay, Freddie Sims, Brian Strickland, Carden Summers, Horacena Tate, Bruce Thompson, Blake Tillery, Lindsey Tippins, ""Larry Walker, III"", Ben Watson","Lee Anderson, Matt Brass, Max Burns, Clint Dixon, Greg Dolezal, Frank Ginn, Steve Gooch, Marty Harbin, Bo Hatchett, Billy Hickman, Burt Jones, Jeff Mullis, Chuck Payne, Randy Robertson, Carden Summers, Bruce Thompson, Lindsey Tippins, ""Larry Walker, III""",,,Sports
GA SB435,Failed,House Committee,"This bill bans athletes whose ""biological sex"" is male from participating in female, women, or girls sports. It also bans athletes whose ""biological sex"" is female from participating in male, men, or boys sports unless there is no equivalent team or activity designated for female, women, or girls. According to this bill, “biological sex” is to be defined by a person’s “reproductive biology and genetics at birth”, and can be determined by their birth certificate as long as that birth certificate was issued at or near the date of birth. The requirements in this bill apply to Georgia public schools or private schools whose students or teams compete against a Georgia public school. Students can sue the educational institution if they can claim they were harmed or lost some opportunity as a result of violations of this bill.",Georgia,https://legiscan.com/GA/bill/SB435/2021,1/3/2022,,"Marty Harbin, Jeff Mullis, Chuck Payne, Russ Goodman, Lee Anderson, John Albers, John Kennedy, Butch Miller, Lindsey Tippins, Steve Gooch, ""Larry Walker, III"", Chuck Hufstetler, Bruce Thompson, Bo Hatchett, Burt Jones, Mike Dugan, Clint Dixon, Billy Hickman, Brandon Beach, Randy Robertson, Frank Ginn, Max Burns, Matt Brass, Carden Summers, Sheila McNeill",,,Sports
ID H0675,Failed,Senate Committee,"This bill categorizes all medical care done for transition purposes for minors (under the age of 18) as “genital mutilation” and declares that anyone who facilitates such procedures is guilty of a felony. In this bill, “genital mutilation” includes surgeries on genitals or reproductive organs, puberty blockers, and hormone replacement therapy. It bans anyone from providing or knowingly giving permission for transition-related treatments to patients under 18. It also declares that moving a child to another state to facilitate getting transition-related medical treatments is a felony. The bill specifically allows for ""corrective"" procedures for intersex traits. Other exceptions include labor or pregnancy-related operations or if the procedure is necessary to the child’s health. According to this bill, gender affirmation cannot constitute a reason why a treatment would be deemed medically necessary. If any given section of this bill is found to be illegal, the rest of the bill remains in effect.",Idaho,https://legiscan.com/ID/bill/H0675/2022,9/3/2022,"Patti Anne Lodge, Jim Guthrie, Chuck Winder, Kelly Arthur Anthon, Mark Harris, Abby Lee, Lee Heider, Michelle Stennett, Grant Burgoyne","John Gannon, Chris Mathias, Brent Crane, Randy Armstrong, Joe Palmer, Vito Barbieri, James Holtzclaw, Jason Monks, Heather Scott, Kevin Andrus, Julianne Young, Rod Furniss, Karey Hanks, Bruce Skaug",,,Health Care
IN HB1041,Failed,Failed,"This bill requires schools to classify all of their sports as being for ""males, men, or boys”, ""females, women, or girls”, or ""coed or mixed”. It bans athletes whose ""biological sex"" is male from participating in female, women, or girls sports. According to this bill, “biological sex” is to be defined by the student’s “biological sex at birth in accordance with the student’s genetics and reproductive biology.” This presumably means that sex designations should be made based on birth certificates alone, but the bill is not completely clear on this point. The requirements in this bill apply to public schools and charter schools as well as nonpublic schools whose sports teams compete against those of public schools. Students can sue the educational institution if they can claim they were harmed or lost some opportunity as a result of violations of this bill.",Indiana,https://legiscan.com/IN/bill/HB1041/2022,7/3/2022,,"Michelle Davis, Chris Jeter, Joanna King, Bob Heaton, Stacey Donato, Dennis Kruse, Gary Byrne, Blake Doriot",,,Sports
IN HB1456,Failed,House Committee,"Bans bathroom usage from “incorrect” gender as class B misdemeanor (180dys/1000$ fine).
Defines gender as defined at birth and/or chromosomal makeup.
Exceptions are custodians, to render assistance, or under 12 with adult of designated sex.
",Indiana,https://www.billtrack50.com/billdetail/1270074,14/1/2021,"Wendy McNamara, Donna Schaibley, Michael J. Aylesworth, Steve Bartels, Chris Jeter, Sharon Negele, Gregory Steuerwald, John Young, Cindy Meyer Ziemke, Ragen Hatcher, Ryan Dvorak, Matt Pierce, Robin Shackleford",Bruce Borders,,,
IN HB1505,Failed,House Committee,"Bans all surgical or hormonal trans medical care done for transition purposes for minors (under 18).
Includes puberty blockers, all top or bottom surgeries, Hrt, etc.
Allows for these if “correcting” intersex people (abnormal genetic or physiological features).
Each surgical offense is level 6 felony (6mths-1.5yrs/10000$), classed as mandatory reporting instance of child abuse.
Each Hormonal offenses class A misdemeanor (1yr/5000$), classed as hormonal abuse of a minor.
Health care professionals found guilty also can be reported to health board.
",Indiana,https://www.billtrack50.com/billdetail/1270442,14/1/2021,"Bradford Barrett, Steve Davisson, Donald Lehe, Matthew Lehman, Julie Olthoff, Donna Schaibley, Ann Vermilion, Dennis Zent, Cindy Meyer Ziemke, Robin Shackleford, Rita Fleming, Ryan Hatfield, Gregory Porter",John Jacob,,,
IN SB0034,Failed,Senate Committee,"This bill bans all medical care done for transition purposes for minors (under the age of 18). It mandates that no health care professional shall be allowed to provide or prescribe treatments to patients under 18 for any transition-related care. This ban includes puberty blockers, surgeries, and hormone replacement therapy. It states that healthcare professionals shall not attempt to change, reinforce, or affirm a minor’s perception of their own sexual attraction or gender identity if that identity does not match the minor’s sex assigned at birth. The bill also specifically allows for ""corrective"" procedures for intersex traits. Each specific violation is considered a separate instance of child abuse. Violations involving surgery can be prosecuted as a Level 6 felony and violations involving puberty blockers or hormone therapy can be prosecuted as a Class A misdemeanor.",Indiana,https://legiscan.com/IN/bill/SB0034/2022,13/1/2022,"Jean Breaux, Eddie Melton, Shelli Yoder, Ed Charbonneau, Vaneta Becker, Liz Brown, Justin Busch, Michael Crider, Stacey Donato, Jean Leising, Ryan Mishler","Dennis Kruse, Jeff Raatz, Jim Tomes",,,Health Care
IN SB0224,Failed,Senate Committee,"Bans all surgical or hormonal trans medical care done for transition purposes for minors (under 18).
Includes puberty blockers, all top or bottom surgeries, Hrt, etc.
Allows for these if “correcting” intersex people (abnormal genetic or physiological features).
Each surgical offense is level 6 felony (6mths-1.5yrs/10000$), classed as mandatory reporting instance of child abuse.
Each Hormonal offenses class A misdemeanor (1yr/5000$), classed as hormonal abuse of a minor.
Health care professionals found guilty also can be reported to health board.
",Indiana,https://www.billtrack50.com/billdetail/1259474,7/1/2021,"Ed Charbonneau, Vaneta Becker, Michael Crider, Justin Busch, Liz Brown, Stacey Donato, Ron Grooms, Jean Leising, Ryan Mishler, Jean Breaux, Eddie Melton, Shelli Yoder",Dennis Kruse,,,
IN SB402,Failed,Senate Committee,"This bill includes several amendments to the Indiana Code regarding family and juvenile law. One of those amendments explicitly states that identifying a child in your care by the gender matching their ""biological sex"" cannot be considered child abuse or neglect.",Indiana,https://legiscan.com/IN/bill/SB0402/2022,12/1/2022,"J.D. Ford, Fady Qaddoura, Jon Ford, John Crane, Stacey Donato, Gary Byrne, Eric Koch, Greg Walker",Gary Byrne,,,Other
IA HF187,Failed,House Committee,"Allows any religious institution to impose bathroom/locker room/any public accommodation restrictions for any reason.
Allows any educational institution (preschool to college) to restrict bathrooms/public facilities based on sex.
Cannot sue for any actions taken regarding to this.
Does not define sex in any way.",Iowa,https://www.billtrack50.com/billdetail/1283150,22/1/2021,"Steven Holt, Stan Gustafson, Mary Lynn Wolfe, Christina Bohannan, Steven Hansen, Dustin D. Hite, Jon Jacobsen, Bobby Kaufmann, Jarad J. Klein, Brian K. Lohse, Brian Meyer, Joe Mitchell, Jo Oldson, Rick L. Olson, Anne Osmundson, Sandy Salmon, Beth Wessel-Kroeschell, Cherielynn Westrich, Skyler Wheeler, Ross Wilburn, John H. Wills",Sandy Salmon,,,
IA HF193,Failed,House Committee,"Defines sex as immutable, says that some children go through phase of “discourdance” that shall not be indulged as it is harmful to the child, legally says trans people do not exist.
Bans all trans care, surgical or otherwise to alleviate dysphoria. Remains legal to correct intersex conditions.
Protects conversion therapy from legal action.
Requires all institutions to report feelings of dysphoria in writing to parents, allows parents to override any medical decisions in regards to trans health.
Protects anyone who reports trans friendly conduct or policies from retribution.
If harmed, must sue within 2 years, and can only sue for faulty enforcement of this law.
Premtively disallows any government policy/code/etc to be implemented that disagrees with this law.
If a health professional is punished for following this law, can sue and win damages plus attorney fees.
",Iowa,https://www.billtrack50.com/billdetail/1282900,22/1/2021,"Ann Meyer, Steven P. Bradley, Beth Wessel-Kroeschell, Marti Anderson, Eddie Andrews, Robert P. Bacon, Liz Bennett, Michael R. Bergan, Brooke Boden, Timi Brown-Powers, Dennis Bush, Cecil Dolecheck, Tracy Ehlert, John Forbes, Joel Fry, Tom Jeneary, Shannon Lundgren, Mary Mascher, Thomas Jay Moore, Anne Osmundson, Kristin Sunde",Sandy Salmon,,,
IA HF272,Failed,House Committee,"Removes Gender Identity as a protected class for housing, employment, religious attendance, wage payment, wage protection, personal accommodations, organization attendance, credit/banking, and insurance.",Iowa,https://www.billtrack50.com/billdetail/1292627,28/1/2021,"Steven Holt, Stan Gustafson, Mary Lynn Wolfe, Christina Bohannan, Steven Hansen, Dustin D. Hite, Jon Jacobsen, Bobby Kaufmann, Jarad J. Klein, Brian K. Lohse, Brian Meyer, Joe Mitchell, Jo Oldson, Rick L. Olson, Anne Osmundson, Sandy Salmon, Beth Wessel-Kroeschell, Cherielynn Westrich, Skyler Wheeler, Ross Wilburn, John H. Wills","Mark Cisneros, Dean Fisher, Sandy Salmon, Skyler Wheeler",,,
IA HF327,Failed,House Committee,"Requires informed consent of all parents or guardians of a minor for all treatments for gender dysphoria.
Must keep copies of all paperwork.
Any violations for this can be punished by 3 years and/or $25K.
",Iowa,https://www.billtrack50.com/billdetail/1298172,2/2/2021,"Ann Meyer, Steven P. Bradley, Beth Wessel-Kroeschell, Marti Anderson, Eddie Andrews, Robert P. Bacon, Liz Bennett, Michael R. Bergan, Brooke Boden, Timi Brown-Powers, Dennis Bush, Cecil Dolecheck, Tracy Ehlert, John Forbes, Joel Fry, Tom Jeneary, Shannon Lundgren, Mary Mascher, Thomas Jay Moore, Anne Osmundson, Kristin Sunde",Jeff Shipley,,,
IA HF340,Failed,House Committee,Amends Iowa Civil rights act of 1965 regarding sex and sexual identity to explicitly exclude trans people.,Iowa,https://www.billtrack50.com/billdetail/1299057,2/2/2021,"Steven Holt, Stan Gustafson, Mary Lynn Wolfe, Christina Bohannan, Steven Hansen, Dustin D. Hite, Jon Jacobsen, Bobby Kaufmann, Jarad J. Klein, Brian K. Lohse, Brian Meyer, Joe Mitchell, Jo Oldson, Rick L. Olson, Anne Osmundson, Sandy Salmon, Beth Wessel-Kroeschell, Cherielynn Westrich, Skyler Wheeler, Ross Wilburn, John H. Wills",Jeff Shipley,,,
IA HF341,Failed,House Committee,Adds trans health to lists of “identity disorders” under the Iowa laws about medical malpractice.,Iowa,https://www.billtrack50.com/billdetail/1299119,2/2/2021,"Steven Holt, Stan Gustafson, Mary Lynn Wolfe, Christina Bohannan, Steven Hansen, Dustin D. Hite, Jon Jacobsen, Bobby Kaufmann, Jarad J. Klein, Brian K. Lohse, Brian Meyer, Joe Mitchell, Jo Oldson, Rick L. Olson, Anne Osmundson, Sandy Salmon, Beth Wessel-Kroeschell, Cherielynn Westrich, Skyler Wheeler, Ross Wilburn, John H. Wills",Jeff Shipley,,,
IA HF2309,Failed,House Floor,"This bill requires schools to classify all of their sports as being for ""males, men, or boys”, ""females, women, or girls”, or ""coed or mixed”. It bans athletes whose ""biological sex"" is male from participating in female, women, or girls sports. According to this bill, “biological sex” is to be defined by the student’s official birth certificate or certificate issued upon adoption as long as it was issued at or near the time of the student’s birth. The requirements in this bill apply to interscholastic athletic teams, sports, or athletic events that are sponsored or sanctioned by an accredited nonpublic school, school district, or organization. Students can sue the educational institution if they can claim they were harmed or lost some opportunity as a result of violations of this bill.",Iowa,https://legiscan.com/IA/bill/HF2309/2021,14/2/2022,,"Henry Stone, Skyler Wheeler",,,
IA SF80,Failed,Senate Committee,"This bill states that before a school employee or school communication can ask students what their pronouns are, the school district must first provide written notification of this action to the parents or guardians at least one week in advance. Afterwards, the school district shall report the student’s pronouns to their parent or guardian upon request.",Iowa,https://legiscan.com/IA/bill/SF80/2021,14/1/2021,"Amy Sinclair, Jim Carlin, Claire Celsi",Amy Sinclair,,,Schools
IA SF224,Failed,Senate Floor,"This bill requires public and nonpublic elementary and secondary schools to designate all multi-occupancy restrooms as being for exclusive male use or exclusive female use. No person is allowed to enter a single- or multi-occupancy school bathroom that is designated for a single sex if it does not match the person’s sex assigned at birth. In this bill, sex is determined by the person’s birth certificate.",Iowa,https://legiscan.com/IA/bill/SF224/2021,10/2/2021,"Amy Sinclair, Claire Celsi, Jeff Taylor, Herman C. Quirmbach, Jim Carlin, Chris Cournoyer, Eric Giddens, Tim Goodwin, Craig Johnson, Tim Kraayenbrink, Ken Rozenboom, Jackie Smith, Annette Sweeney, Sarah Trone Garriott, Brad Zaun",Jim Carlin,,,Bathrooms
KS HB2210,Failed,House Committee,"Applies to all trans-affirming medical care, including puberty blockers.
This bill would classify any administration of trans-affirming medical care to those under the age of 18 as a level 8 felony.
Specific exceptions made for visibly intersex individuals.
“Sex” is defined by sex organs, chromosomes and endogenous hormonal profile.
Would classify any doctor providing trans-affirming medical care as committing gross medical negligency and exhibiting professional incompetency, possibly leading to a revocation of medical license.
",Kansas,https://www.billtrack50.com/billdetail/1300320,3/2/2021,"Brenda Landwehr, John Eplee, Tory Arnberger, Emil Bergquist, Doug Blex, Susan Carlson, Ronald Ellis, Christina Haswood, Broderick Henderson, Jim Kelly, Susan Ruiz, Carl Turner","Brett Fairchild, Randy Garber, Bill Rhiley",,,
KS SB55,Failed,Failed,,Kansas,https://www.billtrack50.com/billdetail/1281393,3/5/2021,,,,,
KS SB208,Failed,Failed,,Kansas,https://www.billtrack50.com/billdetail/1311231,23/3/2021,"Brian Bergkamp, Stephanie Byers, Lonnie Clark, Kenneth Collins, Owen Donohoe, Susan Estes, Linda Featherston, Michael Murphy, Boyd Orr, Mari-Lynn Poskin, Mark Samsel, Clarke Sanders, Mark Schreiber, Kathy Wolfe Moore",,,,
KS SB208,Failed,Crossed over,"This bill requires schools to classify all of their sports as being for ""males, men, or boys”, ""females, women, or girls”, or ""coed or mixed”. It bans athletes whose ""biological sex"" is male from participating in female, women, or girls sports. In a previous version of this bill, “biological sex” was to be defined by reproductive anatomy, endogenously produced levels of testosterone, and an analysis of the individual’s genetic makeup. The previous bill version also stated that in the case of disputes, the participant must provide a signed physician’s statement verifying their “biological sex” based on only these factors. However, an amended version of this bill removes this language so that now, the term “biological sex” is not defined and there is no statement about how to settle disputes. The requirements in this bill apply to interscholastic, intercollegiate, intramural or club athletic teams or sports that are sponsored by a public elementary or secondary school or a postsecondary educational institution. Students can sue the educational institution if they can claim they were harmed or lost some opportunity as a result of violations of this bill. If any section of this bill is declared illegal or invalid, all other sections of the bill will remain in effect.",Kansas,https://legiscan.com/KS/bill/SB208/2021,23/3/2021,,"Mike Thompson, Larry Alley, Molly Baumgardner, Elaine Bowers, J.R. Claeys, Renee Erickson, Michael Fagg, Beverly Gossage, Richard Hilderbrand, Dan Kerschen, Rick Kloos, Ty Masterson, Kristen O'Shea, Robert Olson, Virgil Peck, Mike Petersen, Dennis Pyle, Ronald Ryckman, Mark Steffen, Alicia Straub, Caryn Tyson, Kellie Warren, Rick Wilborn",,,Sports
KS SB214,Failed,Senate Committee,"Bans all trans-affirming medical care for minors when the purpose is to treat dysphoria, including puberty blockers.
Exceptions made for certain intersex individuals.
“Sex” is defined as being based on sex organs, chromosomes and endogenous hormonal profiles.
Physicians who would attempt to treat dysphoria in minors would be subject to felony charges and may be charged with professional incompetency, and may lose their medical license.
",Kansas,https://www.billtrack50.com/billdetail/1310600,11/2/2021,"Kellie Warren, Rick Wilborn, David Haley, Molly Baumgardner, Elaine Bowers, Ethan Corson, Beverly Gossage, Dennis Pyle, Mike Thompson",Mike Thompson,,,
KY HB336,Failed,Failed,,Kentucky,https://www.billtrack50.com/billdetail/1299369,30/3/2021,,,,,
KY HB471,Failed,Failed,,Kentucky,https://www.billtrack50.com/billdetail/1311679,30/3/2021,,,,,
KY HB477,Failed,Failed,,Kentucky,https://www.billtrack50.com/billdetail/1311621,30/3/2021,,,,,
KY SB106,Failed,Failed,,Kentucky,https://www.billtrack50.com/billdetail/1264464,30/3/2021,,,,,
KY SB174,Failed,Failed,,Kentucky,https://www.billtrack50.com/billdetail/1302947,30/3/2021,,,,,
LA HB542,Failed,Failed,,Louisiana,https://www.billtrack50.com/billdetail/1355686,10/6/2021,,,,,
LA HB575,Failed,Failed,,Louisiana,https://www.billtrack50.com/billdetail/1355643,10/6/2021,,,,,
LA SB104,Failed,Failed,,Louisiana,https://www.billtrack50.com/billdetail/1354461,10/6/2021,,,,,
LA SB156,Failed,Failed,,Louisiana,https://www.billtrack50.com/billdetail/1355259,21/6/2021,,,,,
ME LD926,Failed,Failed,,Maine,https://www.billtrack50.com/billdetail/1337548,19/7/2021,,,,,
ME LD1238,Failed,Failed,,Maine,https://www.billtrack50.com/billdetail/1351678,17/6/2021,,,,,
ME LD1401,Failed,Failed,,Maine,https://www.billtrack50.com/billdetail/1357107,9/6/2021,,,,,
